CODFILIAL,SEGMENTO,FATURAMENTO,MARGEM,CLIENTE,Mes
14,ALIMENTOS INDUSTRIALIZADOS,10226.84,38.7474686217835%,SUPERALVO SUPERMERCA,Mar
11,FLV NACIONAIS,10215.12,21.2397749610381%,CENTRAL DAS FRUTAS,Abr
21,FLV NACIONAIS,10201.59,31.7851129088701%,PADARIA JANAINA,Fev
04,FLV NACIONAIS,10199.26,31.4028515794283%,SUPER PROGRESSO,Fev
05,FLV NACIONAIS,10182.49,29.9681587705954%,VALMIR CESAR SCHROTE,Mar
14,ALIMENTOS INDUSTRIALIZADOS,10172.53,57.4844210483732%,MUFATTO,Jan
13,FLV NACIONAIS,10156,18.1767652619141%,MM3 FRUTAS,Jan
05,FLV NACIONAIS,10150.1,29.5167141210431%,SUPERMERCADO SAUDADE,Fev
15,FLV NACIONAIS,10142.28,16.8950706849291%,A. ANGELONI & CIA,Fev
14,ALIMENTOS INDUSTRIALIZADOS,10141.65,51.5145464495422%,ALBERTI,Mar
05,FLV NACIONAIS,10141.3,29.5340061925%,HIPERCENTER VIDEIRA,Fev
05,FLV NACIONAIS,10136.01,21.8889700187747%,MINI MERCADO LAUDIPA,Jan
04,FLV NACIONAIS,10135.16,30.6708301595634%,MERCADO AMIGAO,Jan
21,FLV NACIONAIS,10130.01,15.5784439502034%,REDE DIA A DIA,Jan
13,FLV NACIONAIS,10130,41.1761710824326%,HIPPO SUPERMERCADOS,Abr
09,FLV NACIONAIS,10129.15,33.167862258926%,COOPERATIVA AGROINDU,Jan
04,FLV NACIONAIS,10125.36,34.5628548515806%,SUPERMERCADO PRINCES,Fev
12,FLV IMPORTADOS,10080,6.00488591269841%,AGRO LIFE,Jan
04,FLV NACIONAIS,10077.7,0.717320817249956%,SIQUEIRA ORTIFRUTI,Jan
04,FLV NACIONAIS,10076.55,30.2676842768606%,QUADRI SUPERMERCADOS,Fev
11,FLV NACIONAIS,10075,16.2030361290323%,KIREI YASSAI FRUTAS,Mar
23,FLV NACIONAIS,10072.87,15.8663495965008%,YAMANAKA SUPERM,Mar
09,FLV NACIONAIS,10067.05,28.59674502461%,FRIMESA COOPERATIVA,Mar
05,FLV NACIONAIS,10064.57,31.7019562683751%,SUPERMERCADO MISSOES,Mar
19,SEGMENTO ORGANICOS,10059.6,47.9190027436479%,CARREFOUR,Mar
14,ALIMENTOS INDUSTRIALIZADOS,10057.73,54.6349739951261%,MUFFATO MAX,Fev
13,FLV NACIONAIS,10047.01,14.3528853858013%,CAVI COMERCIO,Fev
05,FLV NACIONAIS,10039.35,27.6366112347911%,MERCADO POPULAR BORD,Fev
04,FLV NACIONAIS,10037,16.8292773737173%,PARTEKA,Mar
02,FLV NACIONAIS,10025.92,10.2246022310172%,JONAS MARTINS,Fev
04,FLV NACIONAIS,10024.25,25.5572358031773%,SUPERMERCADO MARILIA,Jan
09,FLV NACIONAIS,10022.95,30.1651842022558%,IDEAL SUPERMERCADO,Jan
09,FLV NACIONAIS,10018.8,27.8432861220905%,LAR ITAIPULANDIA,Jan
11,FLV NACIONAIS,10016.7,23.2231721025887%,BRAZIL SUPPORT,Fev
12,FLV IMPORTADOS,10015,9.17027368946581%,BCD COMERCIO DE ALIM,Fev
10,FLV NACIONAIS,10013.51,32.0508512998938%,PEKA SUPERMERCADOS,Jan
05,FLV NACIONAIS,10008.75,30.5639537404771%,SUPERMERCADO CRISTO,Fev
05,FLV NACIONAIS,10005,35.0662285857071%,TURATTI E TURATTI,Jan
05,FLV NACIONAIS,10004.9,30.0283637017861%,MERCADO POPULAR,Fev
12,FLV IMPORTADOS,10001.6,13.6261842105263%,BENASSI SAO PAULO,Jan
12,FLV IMPORTADOS,10000,29.907128%,ATACADAO HORTIFRUTI,Abr
24,FLV NACIONAIS,9996.78,30.2568989214527%,SEMPRE BOM SUPERMERC,Jan
04,FLV NACIONAIS,9991.5,18.4200320272231%,SONNIFRUTAS,Fev
11,FLV NACIONAIS,9988,10.5980281337605%,COMERCIO ATACADISTA,Mar
15,FLV NACIONAIS,9979,21.0184512906804%,MUFFATO CAMBE NOVO,Fev
09,FLV NACIONAIS,9952.11,25.8100133539521%,TREVISOL SUPER,Abr
14,ALIMENTOS INDUSTRIALIZADOS,9944.88,47.0315187317018%,SUPERDIA ATACADO,Jan
14,ALIMENTOS INDUSTRIALIZADOS,9940.22,46.9958818024678%,IMPORTADORA E DISTRI,Fev
11,FLV NACIONAIS,9940,14.8193196177062%,BOX 15 COMERCIO,Mar
04,FLV NACIONAIS,9939.91,27.4749219057315%,DANIELLY BOCHIO MERC,Jan
05,FLV NACIONAIS,9920.09,32.3537444720764%,MERCADO ALVORADA,Mar
21,FLV NACIONAIS,9917.75,21.5824734440775%,MERCADO BOM GOSTO,Fev
11,FLV NACIONAIS,9916.92,18.1891556047644%,MEG SUPERMERCADO,Mar
05,FLV NACIONAIS,9911.83,35.1637768202239%,IDEAL,Jan
04,FLV NACIONAIS,9911.01,25.4349407376241%,MERCADO J.S.,Jan
05,FLV NACIONAIS,9902.6,23.7634855067303%,SUPER WAGNER,Jan
14,ALIMENTOS INDUSTRIALIZADOS,9894.22,54.5044291569878%,MUFFATO CAMBE NOVO,Jan
05,FLV NACIONAIS,9893.04,31.4342945226596%,BRASAO XAXIM,Mar
14,ALIMENTOS INDUSTRIALIZADOS,9881.19,47.716862847491%,IRANI BRASIL,Mar
09,FLV NACIONAIS,9880,23.1651857287449%,BEKA IMPORTADORA,Jan
11,FLV NACIONAIS,9877.57,24.454458232136%,ZORNITTA COMERCIO VA,Jan
09,FLV NACIONAIS,9868.77,24.2826554879686%,SUPERMERCADO FILIPPI,Jan
04,FLV NACIONAIS,9859.76,26.8428074314182%,SUPERMERCADO AVENIDA,Mar
11,FLV NACIONAIS,9852,24.2582104141291%,RGS COMERCIO DE ALIM,Abr
09,FLV NACIONAIS,9847.77,29.6423049076085%,MERCADO SAO JORGE,Mar
04,FLV NACIONAIS,9845.16,29.8499927883346%,HPR RESTAURANTE,Jan
14,ALIMENTOS INDUSTRIALIZADOS,9841.9,47.2776653898129%,ALBERTI,Fev
09,FLV NACIONAIS,9832.6,24.2717519272624%,LAR MISSAL,Fev
04,FLV NACIONAIS,9830.07,32.3523266267491%,COASUL - SAO JOAO,Mar
05,FLV NACIONAIS,9823.75,29.5763524112483%,JB MERCADO,Jan
15,FLV NACIONAIS,9821.6,36.720392804679%,MUFFATO QUINTINO,Jan
11,FLV NACIONAIS,9812,10.9971190379127%,SR COM DE FRUTAS E V,Jan
04,FLV NACIONAIS,9808.18,30.6673229895862%,SUPER DA FAMILIA,Fev
11,FLV NACIONAIS,9808,45.8851615008157%,ORLANDO,Jan
04,FLV NACIONAIS,9801.23,27.3863541616716%,MERCEARIA WESSLING,Jan
04,FLV NACIONAIS,9800.48,31.8646134679118%,MERCADO TREVO,Fev
11,FLV NACIONAIS,9794,39.4948250969982%,SUPERMERCADO CURITIB,Jan
05,FLV NACIONAIS,9793,29.8524091698152%,MERCADO LALI,Fev
05,FLV NACIONAIS,9791.36,30.9901995228446%,LANGE ALIMENTOS LTDA,Mar
11,FLV NACIONAIS,9790,17.2434947906027%,KANTYNA DA FRUTA,Fev
05,FLV NACIONAIS,9785.7,19.9241978601429%,DNA DA FRUTA,Fev
05,FLV NACIONAIS,9784.29,28.7655938243858%,MERCADO BOM GOSTO,Fev
13,SEGMENTO ORGANICOS,9784.15,24.9862060577567%,AGUINALDO KLOPPEL,Jan
14,ALIMENTOS INDUSTRIALIZADOS,9781.02,47.3084576046261%,SUPER MERCOSUL LTDA,Jan
05,FLV NACIONAIS,9768.55,23.4702088846349%,DALLE SUPERMERCADOS,Jan
05,FLV NACIONAIS,9762.7,32.4167670828767%,MERCADO E ACOUGUE SA,Jan
04,FLV NACIONAIS,9756.02,32.9834114731212%,BORTOLINI SUPERMERCA,Mar
02,FLV NACIONAIS,9751.06,19.0055633064393%,MUFFATO MARINGA,Mar
11,FLV NACIONAIS,9746,12.5626447773445%,SUPERMERC FLORIANO,Jan
14,ALIMENTOS INDUSTRIALIZADOS,9735,50.7258855675398%,ZES SUPERMERCADOS,Fev
04,FLV NACIONAIS,9730.31,28.6869485144872%,MERCADO J.S.,Fev
04,FLV NACIONAIS,9727.15,25.8190742406563%,SUPER INDUSTRIAL,Jan
14,ALIMENTOS INDUSTRIALIZADOS,9720.48,36.0265586678847%,ALEXTONI DISTRIBUIDO,Fev
12,FLV IMPORTADOS,9720,9.61429989711934%,IRMAOS NEDEL,Jan
12,FLV IMPORTADOS,9720,9.61429979423868%,FRUTICULTURA GIRELLI,Jan
05,FLV NACIONAIS,9704.54,32.4362167604029%,SUPERMERCADO MISSOES,Fev
05,FLV NACIONAIS,9698.69,26.3133761363648%,COOP ROMELANDIA,Mar
04,FLV NACIONAIS,9680.12,29.8651484692338%,LUERSEN,Jan
04,FLV NACIONAIS,9680.11,27.7285950262962%,VERONA SUPERMERCADOS,Jan
11,FLV NACIONAIS,9680,18.6209787190083%,COM FRUTAS TERENI,Abr
15,FLV NACIONAIS,9677,16.5402641314457%,R E FRUTAS E VERDURA,Mar
14,ALIMENTOS INDUSTRIALIZADOS,9676.68,44.4833244459877%,MANO MANFROI,Mar
05,FLV NACIONAIS,9674.1,26.0702357748038%,KROSS ATACADISTA,Abr
05,FLV NACIONAIS,9668.6,30.3336150011377%,COMERCIAL BREDA,Jan
05,FLV NACIONAIS,9666.83,28.0410789265974%,MERCADO LALI,Jan
04,FLV NACIONAIS,9661.01,27.3513338667489%,MERCADO PANASSOLO,Jan
10,FLV NACIONAIS,9654.08,27.6124618318892%,COOPER FILIAL JOINVI,Jan
05,FLV NACIONAIS,9648.5,28.3255959993781%,LUCIANA SILVA DOS AN,Fev
04,FLV NACIONAIS,9639.05,31.9858814924707%,VERONA SUPERMERCADOS,Fev
05,FLV NACIONAIS,9628.46,32.4348666349551%,SUPER OUROMAIS,Mar
21,FLV NACIONAIS,9622.9,29.0232190919577%,POPULAR SUPERMERCADO,Jan
05,FLV NACIONAIS,9621.6,-430.019520420674%,MASTERSONDA,Abr
21,FLV NACIONAIS,9618.26,28.3613369777902%,COMERCIAL ROCHA,Jan
09,FLV NACIONAIS,9617.84,22.5680656987432%,DALLAS SUPERMERCADO,Mar
09,FLV NACIONAIS,9617.1,15.5046166723856%,TRENTO CORBELIA,Abr
09,FLV NACIONAIS,9616.45,31.6966349328495%,RAINHA SUPERMERCADO,Abr
11,FLV NACIONAIS,9615,12.8036060322413%,BOZA EUCALIPTOS,Mar
11,FLV NACIONAIS,9603.14,23.8691722707365%,ORLANDO IVO DONDA,Jan
16,FLV NACIONAIS,9597.5,27.3448838760094%,FRUTIVEL COMERCIO,Jan
05,FLV NACIONAIS,9596.9,33.9455644010045%,SUPERMERCADO SACHET,Mar
05,FLV NACIONAIS,9594.49,29.94597524204%,MERC MANAUS,Fev
10,FLV NACIONAIS,9593.59,27.1486524856701%,SUPERMERCADO NECO,Jan
05,FLV NACIONAIS,9589.8,29.4699036476256%,ALFA NOVA ITABERABA,Abr
02,FLV NACIONAIS,9588,22.0145092232989%,AGUA BRANCA,Fev
14,ALIMENTOS INDUSTRIALIZADOS,9585.3,48.2767625426434%,SAO LUIZ,Jan
05,FLV NACIONAIS,9582.4,28.9082864148712%,LANGE ALIMENTOS LTDA,Jan
04,SEGMENTO ORGANICOS,9576,32.0438146407686%,RAIZS ORGANICOS LTDA,Abr
21,FLV NACIONAIS,9566.9,14.5363990425321%,LIDER ATACAREJO,Fev
05,FLV NACIONAIS,9556.98,28.5652705950481%,ATACADAO CENTER,Fev
05,FLV NACIONAIS,9552.41,24.5298879549768%,SUPERMERCADO VELOSO,Fev
02,FLV NACIONAIS,9550.2,27.6633972063412%,FASAN COMERCIO,Mar
12,FLV IMPORTADOS,9550,14.4422196748416%,NACIONAL HORTIFRUTI,Abr
11,FLV NACIONAIS,9549.6,10.201640068694%,PEGORARO COMERCIO DE,Jan
04,FLV NACIONAIS,9544.03,32.1466254821077%,ANA M G DALL AGNOL,Jan
10,FLV NACIONAIS,9543.6,26.3030755913942%,COOPER GLORIA,Mar
12,FLV IMPORTADOS,9540,19.2836019916143%,FRANCISCO DE PAULO,Mar
05,FLV NACIONAIS,9536.1,25.641712440096%,DNA DA FRUTA,Mar
13,SEGMENTO ORGANICOS,9520.85,31.4927790060761%,MESCHKE,Abr
12,FLV IMPORTADOS,9520,11.9981090336134%,HORTJASP,Jan
05,FLV NACIONAIS,9518.3,25.7568655116985%,DALL AGNOL COMERCIO,Mar
04,FLV NACIONAIS,9513.5,28.9359299942187%,SACOLAO,Fev
21,FLV NACIONAIS,9510.4,27.5524455333109%,ATACADO BOM PRECO,Jan
09,FLV NACIONAIS,9508.25,26.2602202298004%,SUPERMERCADO ESTRELA,Jan
05,FLV NACIONAIS,9505.8,31.3504283700477%,MERCADO KAISER,Jan
09,FLV NACIONAIS,9502.45,33.2945746623239%,DISTRIBUIDORA DE ALI,Abr
12,FLV IMPORTADOS,9500,29.4765971703452%,CANELAS COML AGRICOL,Abr
04,FLV NACIONAIS,9498.45,30.2027388679205%,PARADA 280,Mar
04,FLV NACIONAIS,9481.6,28.1089387867027%,COAGRO,Jan
23,FLV NACIONAIS,9472.75,11.3451407458236%,GURI FRUTAS,Fev
16,FLV NACIONAIS,9469.6,23.0623249134071%,LONGHI AUTO SERVICE,Fev
09,FLV NACIONAIS,9458.5,-48.1745179468203%,J P GASPERINI,Abr
05,FLV NACIONAIS,9457.4,32.1047008691607%,LUCIANA SILVA DOS AN,Jan
09,FLV NACIONAIS,9452.7,24.8267268611085%,MARCAO SUPERMERCADO,Jan
09,FLV NACIONAIS,9452,26.393417266187%,MERCADO FONGARO,Mar
05,FLV NACIONAIS,9440.2,32.7429186881634%,RECANTO DA MELANCIA,Mar
04,FLV NACIONAIS,9438.28,26.6100758824701%,SUPERMERCADO GEVINSK,Jan
05,FLV NACIONAIS,9434.57,35.0053472495302%,TOM RAY RESTAURANTE,Mar
04,FLV NACIONAIS,9431.65,29.3327705120525%,BAVARESCO E CARA,Jan
05,FLV NACIONAIS,9428,34.8460923843869%,SUPER OUROMAIS,Fev
13,SEGMENTO ORGANICOS,9426.05,26.1796989194838%,AGUINALDO KLOPPEL,Mar
05,FLV NACIONAIS,9422.33,28.4672902562318%,ROMEU FRANZEN & FILH,Jan
04,FLV NACIONAIS,9417.3,30.4636375606596%,MANA ALIMENTOS,Jan
09,FLV NACIONAIS,9416.99,30.4868516373066%,RAK ALIMENTOS,Mar
09,FLV NACIONAIS,9413.27,28.5639975268955%,J G DE AGUIAR,Jan
05,FLV NACIONAIS,9413.26,28.181358955346%,COMERCIAL SIGNOR,Mar
05,FLV NACIONAIS,9410.4,30.8183403468503%,COMERCIAL AVENIDA,Jan
24,FLV NACIONAIS,9402.99,12.1497355628369%,VERDURARIA NOVO HORI,Mar
04,FLV NACIONAIS,9398.05,28.1348154138359%,SUPER BOCCHI,Jan
11,FLV NACIONAIS,9395,12.3003127195317%,BOZA EUCALIPTOS,Fev
05,FLV NACIONAIS,9391.8,26.5715130219979%,SUPERMERCADO D LAMAM,Abr
09,FLV NACIONAIS,9389.62,29.515202745159%,MERCADO CALABRESI,Mar
11,FLV NACIONAIS,9382,16.4566172457898%,HORTIFRUTI DA SERRA,Mar
05,FLV NACIONAIS,9377.16,35.4232914869748%,IDEAL,Mar
04,SEGMENTO ORGANICOS,9377.15,43.295463760311%,CLIENTE PADRAO,Mar
05,FLV NACIONAIS,9375.5,35.2001794037651%,CHAPLIN GASTRONOMIA,Fev
09,FLV NACIONAIS,9375.43,21.7973656860318%,PRIMATO COOPERATIV,Fev
02,FLV NACIONAIS,9369.4,6.2032911392405%,BANANAS FERNANDES,Mar
09,FLV NACIONAIS,9367.45,26.940890317002%,J S SANTOS,Fev
14,ALIMENTOS INDUSTRIALIZADOS,9364.4,44.0275542480031%,COASUL - SAO JOAO,Abr
05,FLV NACIONAIS,9363,12.8461454661967%,COOPERATIVA CENTRAL,Mar
13,FLV NACIONAIS,9359.97,8.90986253161068%,VERDUREIRA PROVESI,Fev
05,FLV NACIONAIS,9358.9,30.8259318937055%,MERCADO ALVORADA,Fev
14,ALIMENTOS INDUSTRIALIZADOS,9353.52,50.6776328056176%,MOURA COMERCIO,Jan
14,ALIMENTOS INDUSTRIALIZADOS,9332.94,58.130362569902%,MUFFATO MAX CASCAVEL,Jan
14,ALIMENTOS INDUSTRIALIZADOS,9331.2,47.5567777992113%,COOPERATIVA DALIA AL,Mar
05,FLV NACIONAIS,9321.9,31.3010828264624%,KILO GRILL,Fev
04,FLV NACIONAIS,9313.26,29.6831545559772%,SUPERMERCADO DIVO,Jan
14,ALIMENTOS INDUSTRIALIZADOS,9306,47.8488321513002%,CONDIBRAS INDUSTRIA,Mar
12,FLV IMPORTADOS,9300,22.0453048387097%,FRUTAS DO VALE,Abr
05,FLV NACIONAIS,9296.9,36.0749552001205%,ALLG DEMARCO SUPERME,Fev
10,FLV NACIONAIS,9283.9,19.093473714747%,WMB SUPERMERCADOS,Abr
05,FLV NACIONAIS,9283.78,34.4693281185035%,CASA DE MARIA,Mar
05,FLV NACIONAIS,9276.5,-61.5323869994071%,COOP ALFA,Abr
05,FLV NACIONAIS,9268.9,33.8950955345294%,RIBEIRO GOBBI,Mar
09,FLV NACIONAIS,9267,24.106808136398%,CRA ALIMENTOS,Jan
04,FLV NACIONAIS,9258.6,28.016899443209%,MANO MANFROI EXPRESS,Abr
05,FLV NACIONAIS,9255,40.2372920583468%,RESTAURANTE CANTO DA,Jan
23,FLV NACIONAIS,9253.9,14.1955778644679%,MERCADO JAJA,Mar
11,FLV NACIONAIS,9250.21,24.0995541722837%,PANIFICADORA MARISSO,Jan
12,FLV IMPORTADOS,9250,12.2446104864865%,SACOLAO ASSUNCAO,Mar
09,FLV NACIONAIS,9239.53,24.7614465237951%,MERCADO SERRANOPOLIS,Jan
21,FLV NACIONAIS,9238.5,29.3095581533799%,SUPER MACHADINHO,Jan
09,FLV NACIONAIS,9234.87,28.2797699372054%,J S SANTOS,Mar
13,FLV NACIONAIS,9230.18,28.2421625580433%,ZINGA MERCADO,Mar
12,FLV IMPORTADOS,9220,20.3787510845987%,PEG PESE,Fev
04,FLV NACIONAIS,9218.6,30.8639292300349%,MERCADO DA ROSA,Abr
23,FLV NACIONAIS,9217.56,22.4052557292819%,RAFAGALLI COMERCIO,Mar
04,FLV NACIONAIS,9215.16,31.9804066342852%,MERCEARIA NOVO HORIZ,Mar
15,FLV NACIONAIS,9210,31.8257024972856%,VERONA SUPERMERCADO,Jan
05,FLV NACIONAIS,9209.1,35.9506938788807%,CHAPLIN GASTRONOMIA,Jan
05,FLV NACIONAIS,9199.8,37.5538743233548%,COOPERATIVA CENTRAL,Jan
14,ALIMENTOS INDUSTRIALIZADOS,9196.8,50.1209475034795%,COQUEIROS SUPERMERCA,Jan
09,FLV NACIONAIS,9196.77,34.2301801610783%,SUPERMERCADO NAVIRAI,Jan
05,FLV NACIONAIS,9187.8,36.598960578158%,FRUTEIRA THALLYTA,Jan
09,FLV NACIONAIS,9178.25,28.6949215809114%,FRIMESA,Fev
05,FLV NACIONAIS,9175.6,27.0706291686647%,COMPRETUDO,Jan
04,FLV NACIONAIS,9169.15,26.8879310514061%,DISTRIBUIDORA DAMBRO,Fev
11,FLV NACIONAIS,9167.6,14.2045904053406%,D'ORLA,Abr
11,FLV NACIONAIS,9165,13.9903014729951%,VERGILIO COM FRUTAS,Mar
05,FLV NACIONAIS,9160.4,30.8122014322519%,RECANTO DA MELANCIA,Jan
14,ALIMENTOS INDUSTRIALIZADOS,9158.4,51.3315846654437%,SENAR ALIMENTOS,Mar
14,ALIMENTOS INDUSTRIALIZADOS,9157.32,45.1720929267515%,DO CACIQUE DISTRIBUI,Jan
04,FLV NACIONAIS,9150.95,24.6313736825138%,FELIPE FAVRETTO,Mar
05,FLV NACIONAIS,9142.97,32.6122146304757%,P LIMA DOS SANTOS,Jan
11,FLV NACIONAIS,9140,43.2885830415755%,SUPERMERCADO CURITIB,Mar
04,FLV NACIONAIS,9135.5,30.6515630233704%,HPR RESTAURANTE,Fev
05,FLV NACIONAIS,9108.1,29.5294818897465%,MERCADO BISOLLO,Jan
11,FLV NACIONAIS,9108.09,18.7731481572975%,HORTIQUALITA,Fev
12,FLV IMPORTADOS,9104,8.09333919156415%,HORTIKALI COMERCIO,Fev
14,ALIMENTOS INDUSTRIALIZADOS,9092.89,51.9955545486639%,MINI PRECO MANARIM,Fev
15,FLV NACIONAIS,9090,39.3862926292629%,MARIA S HORTIFRUTI,Mar
05,FLV NACIONAIS,9088.4,31.7731726156419%,SUPERMERCADO MISSOES,Jan
14,ALIMENTOS INDUSTRIALIZADOS,9085.53,23.8666805643745%,CENTER SUL COMERCIO,Jan
12,FLV IMPORTADOS,9085,18.3081730324711%,SUPER LUZITANA,Mar
09,FLV NACIONAIS,9081.08,-2.5743851887069%,PRIMATO,Abr
11,FLV NACIONAIS,9080.6,22.5881724775896%,COMERCIAL CARINA,Fev
09,FLV NACIONAIS,9077.72,23.4159865032189%,COMERCIO DE ALIMENTO,Mar
14,ALIMENTOS INDUSTRIALIZADOS,9074.04,42.2184390855672%,ZEZINHO SUPERMERCADO,Jan
14,ALIMENTOS INDUSTRIALIZADOS,9068.59,47.6644178517618%,SUPERMERCADO GUGUY,Jan
11,FLV NACIONAIS,9055.65,21.2877960168514%,MARCELO NECKEL ANTUN,Jan
11,FLV NACIONAIS,9046,52.6283299801017%,COMERCIAL ALIMENTOS,Mar
02,FLV NACIONAIS,9040.42,13.0132396503702%,ODAIR CARLOS,Mar
11,FLV NACIONAIS,9036.16,14.8766431758623%,I R DA SILVA E CIA L,Fev
05,FLV NACIONAIS,9026.77,30.2450884424883%,SUPERMERCADO BIANCHI,Mar
04,SEGMENTO ORGANICOS,9025.4,46.0156598045516%,GOGREEN,Abr
21,FLV NACIONAIS,9020.6,22.2521999645256%,AGROPECUARIA CANANOV,Fev
09,FLV NACIONAIS,9019.47,24.6763073661756%,MERCADO AVENIDA,Fev
09,FLV NACIONAIS,9002.9,-80.2538179919804%,JOZE FRANCISCO BEZER,Fev
09,FLV NACIONAIS,8999.98,28.0750165000367%,CASA VENCEDORA,Jan
04,FLV NACIONAIS,8998.02,32.5352764274807%,SUPERMERCADO BAGGIO,Mar
09,FLV NACIONAIS,8996.45,32.4863058206293%,FRUTARIA PARAISO,Fev
14,ALIMENTOS INDUSTRIALIZADOS,8988.86,54.9288938753079%,SAFFRA,Fev
04,FLV NACIONAIS,8984.59,31.7133142413844%,POLIC PATO BRANCO,Jan
04,FLV NACIONAIS,8969.35,32.2805653698429%,MERCADO SANTA FE,Mar
12,FLV IMPORTADOS,8960,3.82898995535713%,OTHIL AMD IMPORTADOR,Fev
12,FLV IMPORTADOS,8960,-1.37030189732141%,COEMA COMERCIO,Fev
05,FLV NACIONAIS,8952.5,30.7802796984083%,DELSON HENRIQUE,Jan
12,FLV IMPORTADOS,8950,23.6541836871508%,MARCOS CURITIBA,Mar
04,FLV NACIONAIS,8947.1,32.2695009556169%,ANDREI EDUARDO KERKH,Mar
05,FLV NACIONAIS,8946.6,28.8940637784186%,MERCADO BINDA,Mar
05,FLV NACIONAIS,8942.9,34.1826926388532%,SUPERMERCADO DIPOL,Mar
05,FLV NACIONAIS,8941.8,34.4449741662752%,CARNES EFAPI,Fev
04,FLV NACIONAIS,8937.25,23.8835587009427%,PANIFICADORA FORNELL,Fev
21,FLV NACIONAIS,8934.99,44.1828435174522%,V A COMERCIO DE PROD,Fev
21,FLV NACIONAIS,8934.99,17.1895690985664%,SUPERMERCADO DIA D,Jan
04,FLV NACIONAIS,8932.72,33.8950156279386%,SUPER REALEZA,Fev
05,FLV NACIONAIS,8931.01,29.7007485155654%,SUPERMERCADO BIANCHI,Fev
05,FLV NACIONAIS,8930.98,28.9468731315041%,MERCADO CADE,Mar
04,FLV NACIONAIS,8928.57,25.2684482509517%,SUPERMERCADO TRENTO,Mar
04,SEGMENTO ORGANICOS,8927.88,32.1889167018408%,CENTER SUPERMERCADOS,Abr
02,FLV NACIONAIS,8920,14.982825%,SUP OURO VERDE,Jan
12,FLV IMPORTADOS,8920,15.167490470852%,MILHOMEM,Mar
10,FLV NACIONAIS,8908,25.6394633060659%,COOPER GLORIA,Fev
04,FLV NACIONAIS,8907.1,30.0654304992646%,SUPERMERC FLORIANO,Abr
09,FLV NACIONAIS,8901.45,28.548924276382%,SUPERMERCADO BONIATT,Jan
05,FLV NACIONAIS,8896,34.1883474595324%,ALFA NOVA ITABERABA,Mar
11,FLV NACIONAIS,8884,14.8702941242683%,FABI FRUTAS,Fev
05,FLV NACIONAIS,8882,33.3955981760865%,MERCADO CONTE,Mar
05,FLV NACIONAIS,8878.3,25.3896938603111%,MERCADO SAO PAULO,Jan
05,FLV NACIONAIS,8877.5,29.8250206702337%,MERCADO IRENE,Fev
09,FLV NACIONAIS,8871.88,-56.8850511496529%,SUPERMERCADO FORLIN,Abr
14,ALIMENTOS INDUSTRIALIZADOS,8865.72,59.1260749564793%,DE ANGELINA,Jan
04,FLV NACIONAIS,8853.02,26.7776329433346%,HAMUD E HAMUD,Abr
09,FLV NACIONAIS,8842.94,26.2925257889345%,MERCADO SAO JORGE,Jan
12,FLV IMPORTADOS,8840,30.1032989819005%,GRUPOVERD,Mar
04,SEGMENTO ORGANICOS,8829,37.493129459735%,ORGANICOS DA MANTIQU,Jan
11,FLV NACIONAIS,8810,19.5409794551646%,ONESKO FRUTAS,Mar
11,FLV NACIONAIS,8801.2,14.6358651093033%,PIEGEL PAES,Mar
12,FLV IMPORTADOS,8795,4.52108482092097%,YUTAKA DISTRIBUIDORA,Fev
05,FLV NACIONAIS,8794.94,21.8933826421435%,SUPER COLONO SUPERME,Fev
05,FLV NACIONAIS,8793.84,31.1052792636664%,CHICO ATACADO,Jan
14,ALIMENTOS INDUSTRIALIZADOS,8793.8,53.6549626385043%,MUFFATO CAMBE NOVO,Mar
21,FLV NACIONAIS,8790.34,22.4056042200871%,SUPERMERCADO ALIANCA,Jan
05,FLV NACIONAIS,8784.75,29.3125797546885%,SUPERMERCADO ITALIA,Mar
09,FLV NACIONAIS,8780.2,21.9738871551901%,FRANZ E FRANZ,Jan
14,ALIMENTOS INDUSTRIALIZADOS,8778.37,63.8522244501419%,SUPERMERCADO BRUDA,Jan
10,FLV NACIONAIS,8750,100%,BANANAS J J,Mar
12,FLV IMPORTADOS,8740,11.6169528604119%,PERBONI,Fev
09,FLV NACIONAIS,8738.86,23.7123736963403%,MERCADO FONGARO,Fev
05,FLV NACIONAIS,8725.82,32.1008220430859%,MERCADO BOM GOSTO,Jan
12,FLV IMPORTADOS,8725,24.1825723782235%,PAULINHO PIRACICABA,Mar
05,FLV NACIONAIS,8721.52,37.2402586934388%,SUPERMERCADO SASSET,Jan
02,FLV NACIONAIS,8712,1.96105567033977%,BBL COMERCIO DE ALIM,Mar
04,FLV NACIONAIS,8711.19,30.7649640290247%,SUPERMERCADO BAGGIO,Fev
11,FLV NACIONAIS,8709.89,23.1752243713755%,SUPER VERDE COMERCIO,Abr
14,ALIMENTOS INDUSTRIALIZADOS,8706.57,41.7727961757615%,SUPER POLO,Fev
05,FLV NACIONAIS,8704.7,30.4296762668444%,DELSON HENRIQUE,Mar
09,FLV NACIONAIS,8703.6,31.7086143664691%,LAR ITAIPULANDIA,Mar
12,FLV IMPORTADOS,8700,29.2442301149425%,FRUTAS SIERRA,Abr
12,FLV IMPORTADOS,8700,23.822838045977%,BANDEIRANTE SUPERMER,Mar
14,ALIMENTOS INDUSTRIALIZADOS,8697.41,44.2524047149285%,BRASAO SUPERMERCADOS,Fev
